hit_id	length	cysteine_content	e_value	query_accession	query_name
KAG0419031.1	452	0.04	5.5	-	VOG01502
JAG90613.1	190	0.01	0.86	-	VOG01502
CAG7592879.1	288	0.01	0.99	-	VOG01502
CAG7599351.1	288	0.01	0.99	-	VOG01502
KAH7931995.1	181	0.01	0.81	-	VOG01502
JAR88599.1	393	0.02	1.0	-	VOG01502
KAH9374819.1	335	0.03	1.0	-	VOG01502
MCL6783213.1	477	0.05	1.4	-	VOG01502
KAH9367873.1	335	0.03	1.0	-	VOG01502
KAG0416450.1	341	0.04	6.8	-	VOG01502
KAH8021110.1	162	0.01	0.86	-	VOG01502
KAG0434037.1	166	0.01	0.89	-	VOG01502
KAH9379229.1	221	0.01	0.88	-	VOG01502
KAH6934576.1	168	0.01	0.88	-	VOG01502
KAH7954038.1	367	0.02	1.2	-	VOG01502
JAC23337.1	202	0.01	1.0	-	VOG01502
KAH9378766.1	277	0.05	9.3	-	VOG01502
KAH9372556.1	381	0.01	1.2	-	VOG01502
MOY44841.1	143	0.00	1.8	-	VOG01502
KAG0416020.1	358	0.05	5.9	-	VOG01502
MXU97214.1	254	0.02	1.1	-	VOG01502
KAH9359721.1	326	0.02	68.0	-	VOG29998
KAH8022358.1	225	0.04	0.95	-	VOG01502
KAH7965186.1	564	0.02	1.6	-	VOG01502
MOY40877.1	314	0.02	17.0	-	VOG01502
KAH7985575.1	238	0.03	1.3	-	VOG01502
MAA20642.1	798	0.01	1.4	-	VOG01502
JAR91940.1	406	0.01	0.47	-	VOG07859
KAH9374407.1	244	0.02	1.2	-	VOG01502
GBXQ01040779.1.p1	99	0.02	1.1	-	VOG01502
KAH9364395.1	277	0.02	3.9	-	VOG01502
KAH9371162.1	165	0.01	1.2	-	VOG01502
KAH9372442.1	337	0.02	1.1	-	VOG24188
KAH7966559.1	519	0.03	17.0	-	VOG01502
JAC32867.1	210	0.01	1.3	-	VOG01502
KAH7933856.1	364	0.01	17.0	-	VOG01502
KAH9363360.1	326	0.03	2.1	-	VOG01502
KAH6928080.1	936	0.02	1.2e-05	-	VOG01672
KAH9380974.1	1377	0.03	0.00024	-	VOG01672
KAH7936604.1	1877	0.02	0.00027	-	VOG01672
KAG0434113.1	970	0.02	0.021	-	VOG01672
KAH8022254.1	2173	0.02	0.6	-	VOG01672
GBXQ01009549.1.p1	466	0.01	1.6	-	VOG01672
KAH7936602.1	1654	0.02	3.2	-	VOG01672
KAG0424714.1	1327	0.02	2.6	-	VOG01672
KAH8029788.1	2079	0.02	0.2	-	VOG17365
KAH7958041.1	950	0.02	0.39	-	VOG17365
KAG0441550.1	1290	0.02	0.35	-	VOG01672
KAH6928161.1	1119	0.02	2.9	-	VOG01672
KAH7958038.1	629	0.02	4.6	-	VOG17365
KAH7936605.1	294	0.02	0.0039	-	VOG01672
KAH6928693.1	704	0.02	10.0	-	VOG01672
KAH7976679.1	461	0.02	87.0	-	VOG01672
MOY40116.1	1430	0.02	240.0	-	VOG01672
KAH7952741.1	421	0.02	1.0	-	VOG01672
KAH7974624.1	1212	0.02	0.0068	-	VOG17365
KAH7969608.1	378	0.02	1.9	-	VOG01672
KAH8029778.1	224	0.02	14.0	-	VOG01672
KAH6936030.1	1542	0.02	2.8	-	VOG01672
KAG0434090.1	387	0.02	31.0	-	VOG01672
MBY04987.1	3135	0.05	0.3	-	VOG07295
KAH7978403.1	1833	0.02	470.0	-	VOG01672
KAH7984610.1	1747	0.02	610.0	-	VOG01672
MDC7209204.1	239	0.02	0.87	-	VOG01672
KAH9380978.1	809	0.02	37.0	-	VOG01672
KAH9366177.1	71	0.00	0.91	-	VOG01672
EEC05627.1	1421	0.02	240.0	-	VOG01672
KAH7986978.1	157	0.01	0.22	-	VOG01799
EEC07835.1	99	0.02	0.83	-	VOG01799
KAH7963950.1	103	0.03	1.1	-	VOG01799
KAH7941383.1	451	0.02	1.7e-69	-	VOG01808
MCL6769547.1	780	0.02	0.01	-	VOG05850
KAH7972186.1	543	0.01	2.1e-57	-	VOG01808
KAG0424657.1	1275	0.02	3.3e-49	-	VOG01808
KAH7959119.1	654	0.01	3.5e-27	-	VOG01808
KAH8025143.1	335	0.01	1e-37	-	VOG01808
KAH8038339.1	430	0.01	1.7e-35	-	VOG01808
KAH8025590.1	429	0.02	9e-35	-	VOG01808
KAH8025438.1	383	0.02	9.5e-34	-	VOG01808
KAH7972351.1	305	0.02	2.9e-31	-	VOG01808
KAH8025591.1	517	0.02	0.11	-	VOG05850
KAH8037897.1	326	0.03	3.7e-28	-	VOG01808
KAH7948651.1	371	0.03	7.3e-27	-	VOG01808
KAH7964149.1	462	0.02	1.7e-12	-	VOG01808
KAH7948654.1	342	0.01	8e-25	-	VOG01808
KAH7989023.1	342	0.01	8e-25	-	VOG01808
KAH8030295.1	464	0.01	1.9e-11	-	VOG01808
KAH8027995.1	315	0.02	5.4e-20	-	VOG01808
KAH7972151.1	320	0.02	1.2e-08	-	VOG01808
KAG0429170.1	403	0.02	8.5e-18	-	VOG01808
KAH7972352.1	299	0.01	6.4e-17	-	VOG01808
KAH7944682.1	422	0.02	2.2e-15	-	VOG01808
KAH7961421.1	233	0.03	6.5e-14	-	VOG01808
KAH8037707.1	327	0.03	1.4e-13	-	VOG01808
KAH7990005.1	182	0.03	3e-12	-	VOG01808
KAH7986139.1	185	0.01	1.4e-11	-	VOG01808
KAH8032287.1	403	0.01	8.7e-09	-	VOG01808
KAH7977228.1	354	0.01	1.1e-08	-	VOG01808
KAH6926815.1	222	0.03	1.6e-08	-	VOG01808
GBXQ01038997.1.p1	132	0.02	4.3e-08	-	VOG01808
KAH8010168.1	213	0.03	9.4e-08	-	VOG01808
KAH7948653.1	255	0.00	2.2e-07	-	VOG01808
KAH7989024.1	255	0.00	2.2e-07	-	VOG01808
KAH7956855.1	146	0.03	6.5e-07	-	VOG01808
KAH6922343.1	174	0.01	3e-06	-	VOG01808
GBXQ01034011.1.p1	104	0.07	1.4e-05	-	VOG01808
KAH6922344.1	107	0.02	2.1e-05	-	VOG01808
KAH8037898.1	431	0.02	9.4e-05	-	VOG01808
KAH7941255.1	288	0.02	0.24	-	VOG01808
KAH7948655.1	219	0.01	0.019	-	VOG01808
KAG0419914.1	299	0.01	0.24	-	VOG01808
KAH7941258.1	237	0.03	1.1	-	VOG01808
KAH7950658.1	113	0.03	0.019	-	VOG01844
KAH8024732.1	404	0.01	0.24	-	VOG01844
KAH8035466.1	584	0.02	0.42	-	VOG01844
KAH9364152.1	162	0.02	0.66	-	VOG01844
KAH8025170.1	1561	0.02	1.3	-	VOG01844
KAH9361551.1	354	0.03	1.1	-	VOG01844
KAH8033699.1	271	0.02	0.22	-	VOG02241
JAC20577.1	186	0.02	0.65	-	VOG02241
NOV53368.1	186	0.02	0.65	-	VOG02241
KAH8035933.1	271	0.01	1.1	-	VOG02241
JAG90371.1	158	0.02	1.0	-	VOG02241
KAH8020692.1	283	0.02	0.69	-	VOG02260
MXU91378.1	122	0.06	2.3	-	VOG02310
EEC02476.1	817	0.02	58.0	-	VOG02310
KAG0435911.1	1020	0.02	0.077	-	VOG02373
GBXQ01005346.1.p1	1307	0.01	0.11	-	VOG02373
JAR89824.1	1177	0.01	0.24	-	VOG02373
EEC13950.1	530	0.01	0.2	-	VOG02373
MOY38727.1	1861	0.01	1.8	-	VOG02373
KAG0414812.1	6040	0.01	150.0	-	VOG02591
GBXQ01003459.1.p1	3788	0.01	90.0	-	VOG02591
GBXQ01003460.1.p1	3856	0.01	92.0	-	VOG02591
MOY42813.1	4466	0.01	110.0	-	VOG02591
GBXQ01009203.1.p1	723	0.01	11.0	-	VOG02591
KAH7934920.1	5143	0.01	200.0	-	VOG02591
MCL6784342.1	4213	0.01	110.0	-	VOG02591
MOY42975.1	3930	0.01	91.0	-	VOG02591
JAP82298.1	4917	0.01	200.0	-	VOG02591
MOY43037.1	2809	0.01	66.0	-	VOG02591
JAP87271.1	4966	0.01	200.0	-	VOG02591
MCL6789144.1	943	0.01	380.0	-	VOG02591
KAH9378873.1	96	0.03	0.00037	-	VOG02738
KAH9380639.1	171	0.02	0.0013	-	VOG02738
KAH9363273.1	247	0.02	0.0039	-	VOG02738
KAH9359785.1	197	0.03	0.0026	-	VOG02738
KAH9367241.1	181	0.04	0.0044	-	VOG02738
KAH9383396.1	130	0.03	0.005	-	VOG02738
KAH9382495.1	184	0.03	0.0031	-	VOG02738
KAH9382457.1	227	0.03	0.004	-	VOG02738
KAH7954727.1	243	0.02	0.015	-	VOG02738
KAG0443594.1	210	0.01	0.014	-	VOG02738
KAH9359774.1	334	0.02	0.027	-	VOG02738
KAH9367717.1	170	0.02	0.03	-	VOG02738
KAG0417689.1	545	0.02	0.021	-	VOG02738
KAH9367059.1	217	0.03	0.034	-	VOG02738
KAH7958757.1	122	0.02	0.05	-	VOG02738
KAH9366004.1	155	0.01	0.75	-	VOG07859
KAH9364823.1	231	0.02	0.035	-	VOG02738
MXV00053.1	558	0.03	0.076	-	VOG02738
KAH9361380.1	129	0.02	0.12	-	VOG02738
KAH9375069.1	165	0.04	0.12	-	VOG02738
KAH9379532.1	241	0.01	0.19	-	VOG02738
KAH6921161.1	230	0.02	0.19	-	VOG02738
KAH8032438.1	260	0.02	0.19	-	VOG02738
KAH8025873.1	207	0.01	0.25	-	VOG02738
KAH9375996.1	406	0.02	9.7	-	VOG02738
KAH6922613.1	412	0.02	4.3	-	VOG02738
KAH6947429.1	372	0.01	0.11	-	VOG02738
KAH6925400.1	215	0.03	0.14	-	VOG02738
KAH8020116.1	187	0.02	0.33	-	VOG02738
KAH7965692.1	222	0.02	0.68	-	VOG02738
MOY35100.1	526	0.03	0.31	-	VOG02738
KAH6938746.1	187	0.02	0.2	-	VOG02738
KAG0434658.1	214	0.01	0.22	-	VOG02738
KAH8020722.1	157	0.01	0.26	-	VOG02738
KAH6920533.1	187	0.03	0.48	-	VOG02738
MDC7208638.1	598	0.03	0.37	-	VOG02738
KAH9382452.1	75	0.01	0.23	-	VOG02738
KAH9383165.1	236	0.02	0.8	-	VOG07859
MCL6794859.1	232	0.01	0.46	-	VOG02738
KAH9363624.1	95	0.00	0.22	-	VOG02738
KAH7940719.1	216	0.01	0.32	-	VOG02738
KAH9362016.1	241	0.02	1.0	-	VOG02738
KAH7967094.1	309	0.04	0.48	-	VOG02738
KAH7978626.1	253	0.02	0.78	-	VOG02738
KAH9373072.1	133	0.03	0.27	-	VOG02738
KAH7959639.1	202	0.02	0.68	-	VOG02738
KAH6926310.1	211	0.02	0.97	-	VOG02738
KAH6925925.1	339	0.01	11.0	-	VOG02738
KAH7978968.1	112	0.03	0.39	-	VOG02738
JAR90697.1	149	0.02	0.72	-	VOG02738
KAH9379764.1	279	0.01	1.2	-	VOG02738
KAH6936520.1	419	0.03	0.39	-	VOG02738
KAH8024444.1	257	0.01	36.0	-	VOG02738
KAH7941077.1	216	0.01	0.8	-	VOG02738
KAH9384757.1	222	0.02	0.79	-	VOG02738
KAH9367085.1	217	0.00	0.45	-	VOG02738
KAH9374376.1	217	0.00	0.45	-	VOG02738
KAH7970657.1	216	0.01	0.64	-	VOG02738
